# P	count	tag	form	lemma	
1.0	193	ADV	уже	уже	
1.0	1	NUM	1896	1896	
1.0	156	NOUN	году	год	
0.82	232	AUX	было	быть	
1.0	2	VERB	начато	начать	
1.0	8	NOUN	строительство	строительство	
1.0	7	NOUN	линии	линия	
1.0	2	PROPN	ереван	Ереван	
1.0	3	VERB	проходящей	проходить	
1.0	66	ADP	через	через	
1.0	1	PROPN	алаверды	Алаверды	
1.0	1	PROPN	александрополь	Александрополь	
1.0	404	PUNCT	(	(	
1.0	5	ADJ	бывший	бывший	
1.0	1	PROPN	ленинакан	Ленинакан	
1.0	3	ADJ	современное	современный	
1.0	2	NOUN	наименование	наименование	
1.0	1	PROPN	гумри	Гумри	
1.0	404	PUNCT	)	)	
1.0	7	NOUN	составе	состав	
1.0	24	NOUN	конце	конец	
1.0	2	ADJ	30-х	30-й	
1.0	19	NOUN	годов	год	
0.79	14	ADJ	прошлого	прошлый	
1.0	16	VERB	стала	стать	
1.0	9	NOUN	страной	страна	
1.0	1	ADJ	сплошной	сплошной	
1.0	2	NOUN	грамотности	грамотность	
1.0	2	NUM	1940	1940	
1.0	3	VERB	введено	ввести	
1.0	1	ADJ	обязательное	обязательный	
1.0	2	ADJ	всеобщее	всеобщий	
1.0	1	ADJ	семилетнее	семилетний	
1.0	8	NOUN	обучение	обучение	
1.0	11	ADP	спустя	спустя	
1.0	5	NUM	19	19	
1.0	112	NOUN	лет	год	
1.0	194	_	_	_	
1.0	1	ADJ	восьмилетнее	восьмилетний	
1.0	556	ADP	к	к	
1.0	2	NUM	1985	1985	
1.0	2	ADJ	различными	различный	
1.0	2	NOUN	видами	вид	
1.0	13	NOUN	обучения	обучение	
1.0	1	VERB	охвачено	охватить	
1.0	2	NUM	1,3	1,3	
1.0	8	NOUN	миллиона	миллион	
1.0	28	ADV	примерно	примерно	
0.95	21	ADV	столько	столько	
1.0	255	PART	же	же	
1.0	19	NOUN	детей	ребенок	
1.0	1	VERB	обучалось	обучаться	
0.15	3156	PART	и	и	
1.0	5	NUM	1991	1991	
1.0	1	NUM	1307	1307	
1.0	2	ADJ	начальной	начальный	
1.0	5	ADJ	средней	средний	
1.0	3	NOUN	школах	школа	
1.0	14	NUM	2001	2001	
1.0	12	PUNCT	/	/	
1.0	3	NUM	02	02	
1.0	2	ADJ	учебного	учебный	
0.95	20	ADP	согласно	согласно	
1.0	11	ADJ	государственной	государственный	
1.0	7	NOUN	программе	программа	
1.0	30	NOUN	образования	образование	
1.0	9	VERB	действует	действовать	
1.0	1	ADJ	11-летняя	11-летний	
1.0	23	NOUN	система	система	
1.0	10	ADJ	общего	общий	
1.0	4	ADJ	среднего	средний	
1.0	37	ADV	вместе	вместе	
0.7	107	PRON	тем	то	
1.0	13	NOUN	развитие	развитие	
1.0	1	ADJ	естественнонаучной	естественнонаучный	
1.0	1	NOUN	мысли	мысль	
1.0	2	VERB	восходит	восходить	
1.0	16	DET	своими	свой	
1.0	2	NOUN	корнями	корень	
1.0	1	ADJ	древнейшим	древний	
1.0	1	NOUN	периодам	период	
1.0	1	ADJ	человеческой	человеческий	
1.0	5	NOUN	цивилизации	цивилизация	
1.0	2	ADJ	лунный	лунный	
1.0	1	ADJ	солнечный	солнечный	
1.0	1	NOUN	календари	календарь	
1.0	2	VERB	применялись	применять	
1.0	5	ADJ	повседневной	повседневный	
1.0	56	NOUN	жизни	жизнь	
1.0	1	NOUN	предков	предок	
1.0	4	ADJ	армянского	армянский	
1.0	14	NOUN	народа	народ	
1.0	43	ADJ	первый	первый	
1.0	5	NOUN	век	век	
1.0	227	ADP	до	до	
1.0	21	DET	нашей	наш	
1.0	8	NOUN	эры	эра	
1.0	7	ADJ	пятый	пятый	
0.56	320	PRON	его	он	
1.0	3	NOUN	представителями	представитель	
0.91	139	AUX	были	быть	
1.0	56	NUM	многие	много	
1.0	1	ADJ	замечательные	замечательный	
1.0	15	NOUN	ученые	ученый	
1.0	2	NOUN	древности	древность	
1.0	1	NOUN	астрономы	астроном	
1.0	17	NOUN	врачи	врач	
1.0	1	NOUN	зодчие	зодчий	
1.0	2	NOUN	философы	философ	
1.0	1	NOUN	математики	математик	
1.0	39	ADV	менее	менее	
1.0	1	ADJ	системные	системный	
1.0	4	ADJ	научные	научный	
1.0	22	NOUN	исследования	исследование	
1.0	35	VERB	стали	стать	
1.0	1	ADJ	возможны	возможный	
1.0	18	NOUN	территории	территория	
1.0	1	ADJ	долгая	долгий	
1.0	2	NOUN	дорога	дорога	
1.0	1	NOUN	лидерству	лидерство	
1.0	1	NOUN	it	ай-ти	
0.96	68	ADV	сегодня	сегодня	
1.0	22	NOUN	ситуация	ситуация	
1.0	4	ADJ	научными	научный	
1.0	1	NOUN	исследованиями	исследование	
1.0	1	ADJ	схожа	схожий	
1.0	2	NOUN	положением	положение	
1.0	17	NOUN	науки	наука	
1.0	5	PROPN	снг	СНГ	
1.0	477	PUNCT	:	:	
1.0	1	NOUN	изношенность	изношенность	
1.0	3	ADJ	материальной	материальный	
1.0	14	NOUN	базы	база	
1.0	7	NOUN	необходимость	необходимость	
1.0	2	NOUN	инвестирования	инвестирование	
1.0	38	DET	эту	этот	
1.0	4	NOUN	отрасль	отрасль	
1.0	35	ADJ	новых	новый	
1.0	19	NOUN	средств	средства	
1.0	4	NOUN	сохранения	сохранение	
1.0	10	ADJ	научного	научный	
1.0	3	NOUN	потенциала	потенциал	
0.95	21	ADP	благодаря	благодаря	
1.0	32	NOUN	помощи	помощь	
1.0	5	ADJ	зарубежных	зарубежный	
1.0	7	NOUN	организаций	организация	
1.0	6	VERB	проводятся	проводить	
1.0	4	ADJ	важные	важный	
1.0	1	VERB	налаживается	налаживаться	
1.0	2	NOUN	сотрудничество	сотрудничество	
1.0	1	ADJ	зарубежными	зарубежный	
1.0	1	NOUN	институтами	институт	
0.6	5	NOUN	интернете	интернет	
1.0	2	NOUN	ресурс	ресурс	
0.17	18	PROPN	общества	Общество	
1.0	3	ADJ	армянских	армянский	
0.25	4	PROPN	архитекторов	Архитектор	
0.14	7	PROPN	ученых	Ученый	
1.0	2	PROPN	америки	Америка	
1.0	3	PROPN	armenian	Armenian	
1.0	1	PROPN	engineers	Engineers	
0.75	4	X	and	and	
1.0	1	PROPN	scientists	Scientists	
1.0	3	X	of	of	
1.0	1	PROPN	america	America	
1.0	1	PROPN	aesa	AESA	
1.0	1	VERB	поддерживается	поддерживать	
0.88	5	NOUN	институт	институт	
0.5	2	NOUN	энциклопедии	энциклопедия	
1.0	1	PROPN	encyclopaedia	Encyclopaedia	
1.0	1	PROPN	editorial	Editorial	
1.0	1	PROPN	office	Office	
1.0	9	ADJ	главная	главный	
0.17	1	PROPN	редакция	Редакция	
1.0	3	ADJ	армянской	армянский	
0.5	2	PROPN	энциклопедии	Энциклопедия	
1.0	6	NOUN	сми	сми	
0.2	10	PROPN	республики	Республика	
1.0	1	NUM	1512	1512	
1.0	2	PROPN	венеции	Венеция	
1.0	5	VERB	вышли	выйти	
1.0	31	ADJ	первые	первый	
1.0	2	ADJ	печатные	печатный	
1.0	7	NOUN	книги	книга	
1.0	2	ADJ	армянском	армянский	
1.0	8	NOUN	языке	язык	
1.0	19	ADJ	первая	первый	
1.0	1	NOUN	типография	типография	
0.94	114	AUX	была	быть	
1.0	4	VERB	основана	основать	
1.0	1	PROPN	константинополе	Константинополь	
1.0	1	NUM	1567	1567	
1.0	1	NUM	1794	1794	
1.0	1	PROPN	мадрасе	Мадрас	
1.0	1	PROPN	индия	Индия	
1.0	4	VERB	вышла	выйти	
1.0	1	ADJ	еженедельная	еженедельный	
1.0	13	NOUN	газета	газета	
1.0	1	PROPN	аздарар	Аздарар	
1.0	1	NOUN	вестник	вестник	
0.07	69	ADV	несколько	несколько	
0.67	6	ADV	позднее	поздно	
1.0	1	PROPN	калькутте	Калькутта	
1.0	1	VERB	печатается	печатать	
1.0	2	NOUN	журнал	журнал	
1.0	1	PROPN	азгасер	Азгасер	
1.0	1	NOUN	патриот	патриот	
1.0	2	NOUN	еженедельник	еженедельник	
1.0	1	PROPN	аревелян	Аревелян	
1.0	1	X	цануцманц	цануцманц	
1.0	2	ADJ	восточные	восточный	
1.0	1	NOUN	известия	известие	
1.0	1	NUM	1815	1815	
1.0	1	PROPN	астрахани	Астрахань	
1.0	1	VERB	издается	издавать	
1.0	6	NUM	250	250	
1.0	4	NOUN	газет	газета	
1.0	1	NUM	пятидесяти	пятьдесят	
1.0	2	NOUN	журналов	журнал	
1.0	2	NOUN	республика	республика	
1.0	2	ADJ	государственная	государственный	
1.0	9	NOUN	президента	президент	
0.96	24	NOUN	правительства	правительство	
1.0	2	NOUN	парламента	парламент	
1.0	6	VERB	выходит	выходить	
1.0	6	ADJ	русском	русский	
1.0	1	NOUN	языках	язык	
0.58	65	ADV	также	также	
1.0	3	VERB	выходят	выходить	
1.0	2	ADJ	частные	частный	
1.0	11	NOUN	газеты	газета	
1.0	1	PROPN	aravot	Aravot	
1.0	1	PROPN	ayots	Ayots	
1.0	1	PROPN	ashkar	Ashkar	
1.0	14	NOUN	голос	голос	
1.0	9	ADJ	новое	новый	
1.0	128	NOUN	время	время	
1.0	1	PROPN	орран	Орран	
1.0	1	PROPN	етер	Етер	
1.0	2	ADJ	деловой	деловой	
1.0	1	NOUN	экспресс	экспресс	
1.0	1	PROPN	иравунк	Иравунк	
1.0	1	NOUN	дайджест	дайджест	
1.0	4	NOUN	прессы	пресса	
1.0	161	ADV	можно	можно	
1.0	25	VERB	найти	найти	
0.83	13	NOUN	интернет	интернет	
1.0	2	NOUN	адресу	адрес	
1.0	1	X	www.armeninews.com	www.armeninews.com	
0.93	69	NUM	несколько	несколько	
1.0	8	ADJ	государственных	государственный	
1.0	4	ADJ	частных	частный	
1.0	8	ADJ	информационных	информационный	
1.0	2	NOUN	агентств	агентство	
1.0	1	NUM	1926	1926	
1.0	3	PROPN	ереване	Ереван	
1.0	6	VERB	начались	начаться	
1.0	1	NOUN	радиопередачи	радиопередача	
1.0	5	NUM	1956	1956	
0.91	11	VERB	начал	начать	
1.0	23	VERB	работать	работать	
1.0	1	ADJ	ереванский	ереванский	
1.0	1	NOUN	телецентр	телецентр	
1.0	6	ADJ	национальный	национальный	
0.74	7	NOUN	комитет	комитет	
1.0	3	NOUN	телевидению	телевидение	
1.0	1	NOUN	радиовещанию	радиовещание	
1.0	2	VERB	занимается	заниматься	
1.0	3	NOUN	вопросами	вопрос	
1.0	5	NOUN	радио	радио	
1.0	3	NOUN	телевидения	телевидение	
1.0	16	NOUN	программы	программа	
1.0	19	ADJ	российского	российский	
1.0	1	ADJ	спутниковому	спутниковый	
1.0	2	PROPN	intelsat	Intelsat	
1.0	4	ADJ	доступны	доступный	
1.0	23	DET	всей	весь	
1.0	6	VERB	действуют	действовать	
1.0	17	NUM	12	12	
1.0	7	ADJ	крупных	крупный	
1.0	1	NOUN	телекомпаний	телекомпания	
1.0	462	ADP	из	из	
1.0	3	ADJ	крупнейших	крупный	
0.83	6	NOUN	республике	республика	
1.0	1	NOUN	радиокомпаний	радиокомпания	
1.0	34	VERB	является	являться	
1.0	1	PROPN	hai	Hai	
1.0	1	PROPN	fm	FM	
1.0	1	VERB	вещает	вещать	
1.0	3	NOUN	канал	канал	
1.0	1	PROPN	national	National	
1.0	1	PROPN	tv	TV	
1.0	1	PROPN	radio	Radio	
1.0	1	PROPN	armenia	Armenia	
1.0	19	NUM	2003	2003	
1.0	1	VERB	насчитывалось	насчитываться	
1.0	1	NUM	98	98	
1.0	4	NOUN	абонентов	абонент	
1.0	1	NOUN	радиосети	радиосеть	
1.0	62	PRON	которых	который	
1.0	3	NUM	43	43	
1.0	6	NOUN	столице	столица	
0.8	10	NOUN	республики	республика	
1.0	15	NOUN	история	история	
1.0	1	ADJ	регионального	региональный	
1.0	6	VERB	началась	начаться	
1.0	2	ADJ	80-х	80-й	
1.0	2	ADV	вначале	вначале	
0.92	445	PRON	это	это	
1.0	5	NOUN	большинстве	большинство	
1.0	26	DET	своем	свой	
1.0	2	ADJ	кабельные	кабельный	
1.0	3	NOUN	студии	студия	
1.0	1	VERB	специализирующиеся	специализироваться	
1.0	1	ADJ	развлекательной	развлекательный	
1.0	1	ADJ	негосударственные	негосударственный	
1.0	16	NOUN	станции	станция	
0.33	3	VERB	расположены	расположить	
1.0	105	ADP	во	в	
0.79	90	DET	всех	весь	
1.0	2	ADJ	районных	районный	
1.0	4	NOUN	центрах	центр	
1.0	5	ADV	сравнительно	сравнительно	
1.0	514	CCONJ	но	но	
1.0	16	DET	некоторых	некоторый	
1.0	1	ADJ	малонаселенных	малонаселенный	
1.0	1	NOUN	пунктах	пункт	
1.0	1	ADJ	телекоммуникационное	телекоммуникационный	
1.0	1	NOUN	наследие	наследие	
1.0	1	ADJ	хеттским	хеттский	
1.0	1	ADJ	митанийским	митанийский	
1.0	1	ADJ	ассирийским	ассирийский	
1.0	1	NOUN	источникам	источник	
1.0	1	NOUN	половине	половина	
1.0	13	ADJ	второго	второй	
1.0	2	NOUN	тысячелетия	тысячелетие	
1.0	266	ADP	у	у	
1.0	1	ADJ	разноязычных	разноязычный	
1.0	1	NOUN	племен	племя	
1.0	1	VERB	населявших	населять	
1.0	2	ADJ	армянское	армянский	
1.0	1	NOUN	нагорье	нагорье	
1.0	6	PROPN	кавказе	Кавказ	
1.0	2	VERB	существовали	существовать	
1.0	3	ADJ	многочисленные	многочисленный	
1.0	5	ADJ	политические	политический	
0.78	27	NUM	одно	один	
1.0	107	PRON	них	они	
1.0	14	NOUN	государство	государство	
1.0	1	PROPN	урарту	Урарту	
1.0	2	NOUN	столицей	столица	
1.0	1	PROPN	тушпа	Тушпа	
1.0	1	PROPN	ван	Ван	
1.0	1	NOUN	народами	народ	
1.0	1	ADJ	урартского	урартский	
1.0	1	NOUN	царства	царство	
1.0	6	VERB	создана	создать	
1.0	5	ADJ	высокая	высокий	
1.0	1	NOUN	цивилизация	цивилизация	
1.0	2	VERB	определившая	определить	
1.0	1	ADJ	культурное	культурный	
1.0	6	NOUN	будущее	будущее	
1.0	1	ADJ	древней	древний	
1.0	28	NOUN	течение	течение	
1.0	2	ADJ	последующих	последующий	
1.0	3	NOUN	веков	век	
1.0	15	ADJ	современной	современный	
1.0	1	VERB	возникали	возникать	
1.0	1	VERB	гибли	гибнуть	
1.0	2	ADJ	древние	древний	
0.95	19	NOUN	государства	государство	
1.0	3	NOUN	царство	царство	
1.0	1	PROPN	киликия	Киликия	
1.0	1	VERB	пало	пасть	
1.0	13	NOUN	середине	середина	
1.0	1	NUM	xiv	xiv	
1.0	109	ADP	под	под	
1.0	1	NOUN	ударами	удар	
1.0	1	ADJ	египетских	египетский	
1.0	1	NOUN	мамелюков	мамелюк	
1.0	6	ADJ	последующие	последующий	
1.0	7	NUM	шесть	шесть	
1.0	1	NOUN	столетий	столетие	
1.0	1	NOUN	территория	территория	
1.0	1	VERB	разделена	разделить	
1.0	57	ADP	между	между	
1.0	1	PROPN	турцией	Турция	
1.0	1	PROPN	персией	Персия	
1.0	3	PROPN	россией	Россия	
0.5	112	DET	этого	этот	
1.0	1	ADJ	армянскому	армянский	
1.0	8	NOUN	народу	народ	
1.0	2	VERB	удавалось	удаваться	
1.0	5	VERB	поддерживать	поддерживать	
1.0	5	VERB	развивать	развивать	
1.0	1	ADJ	национальную	национальный	
1.0	5	NOUN	культуру	культура	
1.0	6	ADV	успешно	успешно	
1.0	1	VERB	интегрироваться	интегрироваться	
1.0	6	NOUN	экономику	экономика	
1.0	5	NOUN	политику	политика	
1.0	35	DET	своих	свой	
1.0	1	NOUN	метрополий	метрополия	
1.0	2	NOUN	распад	распад	
1.0	1	VERB	привел	привести	
1.0	1	NOUN	восстановлению	восстановление	
1.0	3	NOUN	независимости	независимость	
1.0	43	ADP	из-за	из-за	
1.0	1	ADJ	карабахского	карабахский	
1.0	1	NOUN	конфликта	конфликт	
1.0	4	VERB	наступил	наступить	
1.0	1	ADJ	тяжелейшего	тяжелый	
1.0	2	ADJ	энергетического	энергетический	
1.0	5	NOUN	кризиса	кризис	
1.0	2	ADV	повсеместно	повсеместно	
1.0	1	VERB	закрывались	закрываться	
1.0	1	NOUN	заводы	завод	
1.0	1	ADJ	уличное	уличный	
1.0	10	NOUN	движение	движение	
1.0	1	VERB	приостановлено	приостановить	
0.86	134	SCONJ	когда	когда	
1.0	32	VERB	говорят	говорить	
1.0	77	ADP	об	о	
1.0	8	ADJ	американской	американский	
1.0	2	NOUN	ум	ум	
0.79	28	ADP	прежде	прежде	
0.51	106	PRON	всего	все	
1.0	5	VERB	приходит	приходить	
1.0	1	PROPN	израиль	Израиль	
1.0	91	ADV	однако	однако	
1.0	3	ADJ	вторым	второй	
1.0	6	NOUN	государством	государство	
1.0	397	ADP	за	за	
1.0	25	PRON	ним	он	
1.0	1	NOUN	пересчете	пересчет	
1.0	7	NOUN	душу	душа	
1.0	40	NOUN	населения	население	
1.0	22	VERB	следует	следовать	
1.0	2	ADJ	американская	американский	
1.0	4	VERB	достигает	достигать	
1.0	1	NUM	42	42	
1.0	28	NOUN	долларов	доллар	
1.0	32	NOUN	человека	человек	
1.0	15	NUM	2000	2000	
1.0	3	VERB	выделено	выделить	
1.0	1	NUM	102,4	102,4	
1.0	13	NOUN	страна	страна	
1.0	11	VERB	получила	получить	
1.0	8	NUM	90	90	
1.0	23	NOUN	миллионов	миллион	
0.6	127	PRON	этом	это	
1.0	1	ADJ	немалая	немалый	
1.0	3	NOUN	заслуга	заслуга	
1.0	1	VERB	проживающей	проживать	
1.0	1	NOUN	диаспоры	диаспора	
1.0	65	PRON	которая	который	
1.0	1	VERB	старается	стараться	
1.0	2	VERB	оказать	оказать	
1.0	1	ADJ	всемерное	всемерный	
1.0	3	NOUN	содействие	содействие	
1.0	1	VERB	оказавшейся	оказаться	
1.0	1	ADJ	бедственном	бедственный	
1.0	6	NOUN	положении	положение	
1.0	3	ADJ	исторической	исторический	
1.0	2	NOUN	родине	родина	
1.0	6	NUM	xx	xx	
1.0	15	NOUN	правительство	правительство	
1.0	2	VERB	сделало	делать	
1.0	4	NOUN	ставку	ставка	
1.0	17	NOUN	технологий	технология	
1.0	13	ADV	вновь	вновь	
1.0	1	VERB	переизбранный	переизбрать	
1.0	8	NOUN	президент	президент	
1.0	3	PROPN	роберт	Роберт	
1.0	1	PROPN	кочарян	Кочарян	
1.0	1	VERB	провозгласил	провозгласить	
1.0	1	ADJ	амбициозную	амбициозный	
1.0	8	NOUN	цель	цель	
1.0	33	ADJ	должна	должен	
0.99	18	VERB	стать	стать	
1.0	1	ADJ	региональным	региональный	
1.0	3	NOUN	лидером	лидер	
1.0	2	ADJ	интеллектуальных	интеллектуальный	
1.0	26	NOUN	услуг	услуга	
1.0	2	ADJ	трудная	трудный	
1.0	9	NOUN	задача	задача	
1.0	217	SCONJ	если	если	
1.0	4	VERB	вспомнить	вспомянуть	
0.73	954	SCONJ	что	что	
0.17	6	PROPN	республике	Республика	
1.0	10	PROPN	ра	РА	
1.0	2	VERB	проживает	проживать	
1.0	1	NUM	3,1	3,1	
0.94	74	NOUN	раз	раз	
1.0	2	VERB	демонстрировала	демонстрировать	
1.0	2	ADJ	удивительные	удивительный	
1.0	3	NOUN	примеры	пример	
1.0	1	NOUN	выживания	выживание	
0.44	320	DET	его	его	
1.0	4	NOUN	вклад	вклад	
1.0	3	ADJ	мировую	мировой	
1.0	3	NOUN	науку	наука	
1.0	6	NOUN	ошибки	ошибка	
1.0	3	VERB	признать	признать	
1.0	3	ADJ	огромным	огромный	
1.0	3	NOUN	началу	начало	
0.92	201	AUX	был	быть	
1.0	1	VERB	соединен	соединить	
1.0	4	ADJ	телефонной	телефонный	
1.0	1	ADJ	телеграфной	телеграфный	
1.0	2	NOUN	связью	связь	
0.73	26	NOUN	начала	начало	
1.0	2	ADV	интенсивно	интенсивно	
1.0	6	VERB	развивается	развиваться	
1.0	2	ADJ	телефонная	телефонный	
1.0	1	NOUN	радиосвязь	радиосвязь	
1.0	17	VERB	происходит	происходить	
1.0	1	NOUN	телефонизация	телефонизация	
1.0	1	PROPN	еревана	Ереван	
1.0	1	VERB	населенных	населить	
1.0	3	NOUN	пунктов	пункт	
1.0	4	NOUN	структура	структура	
1.0	7	NOUN	организация	организация	
0.89	9	NOUN	сети	сеть	
1.0	1	VERB	унаследованы	наследовать	
1.0	9	ADJ	бывшего	бывший	
1.0	6	ADJ	основная	основной	
1.0	47	NOUN	часть	часть	
1.0	3	VERB	имеющихся	иметься	
1.0	1	ADJ	телекоммуникационных	телекоммуникационный	
1.0	10	NOUN	систем	система	
1.0	185	ADV	еще	еще	
1.0	11	NOUN	времена	время	
0.67	6	PROPN	союза	Союз	
0.36	214	DET	их	их	
1.0	3	ADJ	значительная	значительный	
1.0	6	ADV	включая	включая	
1.0	1	ADJ	аналоговые	аналоговый	
1.0	4	ADV	физически	физически	
1.0	2	ADV	морально	морально	
1.0	1	VERB	устарела	устареть	
1.0	1	NOUN	степень	степень	
1.0	1	NOUN	износа	износ	
1.0	41	ADV	особенно	особенно	
1.0	4	ADJ	велика	большой	
1.0	1	ADJ	сельских	сельский	
1.0	1	ADJ	телефонных	телефонный	
1.0	6	NOUN	станций	станция	
1.0	6	NOUN	линий	линия	
1.0	44	NOUN	связи	связь	
1.0	11	NOUN	целом	целое	
1.0	4	NOUN	сеть	сеть	
1.0	11	VERB	требует	требовать	
1.0	3	NOUN	модернизации	модернизация	
1.0	212	CCONJ	или	или	
1.0	2	NOUN	замены	замена	
1.0	104	SYM	%	%	
1.0	2	ADJ	технического	технический	
1.0	2	NOUN	состава	состав	
1.0	2	NOUN	атс	атс	
